"kingdom","phylum","class","order","family","genus","species","strain"
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.[Eubacterium] saphenum group","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] saphenum group",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.ASF356","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASF356",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Burkholderiaceae.Ralstonia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Burkholderiaceae.Burkholderia-Caballeronia-Paraburkholderia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidales Incertae Sedis.Phocaeicola","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales Incertae Sedis","Phocaeicola",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Beijerinckiaceae.Methylobacterium-Methylorubrum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.Sphingobium","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.[Acetivibrio] ethanolgignens group","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Acetivibrio] ethanolgignens group",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Roseomonas","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA,NA
"Bacteria.Deferribacterota.Deferribacteres.Deferribacterales.Deferribacteraceae.Mucispirillum","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum",NA,NA
"Bacteria.Firmicutes.Clostridia.Eubacteriales.NA.NA","Bacteria","Firmicutes","Clostridia","Eubacteriales","NA","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Anaerobacter","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Anaerobacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Budviciaceae.Pragia","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Budviciaceae","Pragia",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Aquaspirillaceae.Microvirgula","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Microvirgula",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Arcobacteraceae.Arcobacter","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Propionimicrobium","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionimicrobium",NA,NA
"Bacteria.Firmicutes.Bacilli.Paenibacillales.Paenibacillaceae.Fontibacillus","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Fontibacillus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Enhydrobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Vitreoscilla","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Vitreoscilla",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Tessaracoccus","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Actinomycetales.Actinomycetaceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium sensu stricto 18","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 18",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Sulfurospirillaceae.Sulfurospirillum","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Chromobacteriaceae.Vogesella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Yersiniaceae.Rahnella","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Corynebacteriales.Corynebacteriaceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","NA",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Arcobacteraceae.NA","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermabacteraceae.Brachybacterium","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Chromobacteriaceae.Aquitalea","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Aquitalea",NA,NA
"Bacteria.Cyanobacteria.Cyanobacteriia.Cyanobacteriales.Chroococcidiopsaceae.Chroococcidiopsis SAG 2023","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Chroococcidiopsis SAG 2023",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.Erysipelothrix","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.Caulobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Uliginosibacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Uliginosibacterium",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Aquaspirillaceae.Rivicola","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Rivicola",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Arcobacteraceae.Pseudarcobacter","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter",NA,NA
"Bacteria.Fusobacteriota.Fusobacteriia.Fusobacteriales.Leptotrichiaceae.Streptobacillus","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.GKS98 freshwater group","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","GKS98 freshwater group",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Anaerocella","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Anaerocella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Uruburuella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Uruburuella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Alcaligenes","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Acetobacterales.Acetobacteraceae.Gluconobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter",NA,NA
"Bacteria.Acidobacteriota.Blastocatellia.Blastocatellales.Blastocatellaceae.Blastocatella","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Rhodocyclaceae.Thauera","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Hydrogenophilaceae.Thiobacillus","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.NA","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Nitriliruptorales.Nitriliruptoraceae.Nitriliruptor","Bacteria","Actinobacteriota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae","Nitriliruptor",NA,NA
"Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Centipeda","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Centipeda",NA,NA
"Bacteria.Patescibacteria.Gracilibacteria.JGI 0000069-P22.NA.NA","Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Streptomycetales.Streptomycetaceae.Streptomyces","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA,NA
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.LWQ8.NA","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Micrococcaceae.Arthrobacter","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Luteococcus","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Luteococcus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermacoccaceae.Barrientosiimonas","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Barrientosiimonas",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Anoxybacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Shinella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Acetatifactor","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Delftia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Bacteroidales RF16 group.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales RF16 group","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae.Anaerobiospirillum","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Anaerobiospirillum",NA,NA
"Bacteria.Firmicutes.Negativicutes.Veillonellales-Selenomonadales.Selenomonadaceae.Quinella","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Quinella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Bergeyella","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Hydrogenophaga","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Kingella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Kingella",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-006","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.A2","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Brucella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Brucella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Cloacibacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium",NA,NA
"Bacteria.Verrucomicrobiota.Chlamydiae.Chlamydiales.Chlamydiaceae.Chlamydia","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydia",NA,NA
"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Candidatus Arthromitus","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus Arthromitus",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.NA.NA","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","NA","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Staphylococcales.Staphylococcaceae.Jeotgalicoccus","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Helicobacteraceae.NA","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Streptomycetales.Streptomycetaceae.Kitasatospora","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Xanthobacteraceae.Bradyrhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.[Eubacterium] yurii group","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","[Eubacterium] yurii group",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.NA.NA","Bacteria","Firmicutes","Bacilli","Bacillales","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermabacteraceae.NA","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermabacteraceae","NA",NA,NA
"Bacteria.Patescibacteria.Gracilibacteria.NA.NA.NA","Bacteria","Patescibacteria","Gracilibacteria","NA","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Moraxella","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Plesiomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Rodentibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.Simonsiella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Simonsiella",NA,NA
"Bacteria.Firmicutes.Bacilli.Mycoplasmatales.Mycoplasmataceae.Ureaplasma","Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Amaricoccus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus",NA,NA
"Bacteria.Campilobacterota.Campylobacteria.Campylobacterales.Helicobacteraceae.Wolinella","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Wolinella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Cosenzaea","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Cosenzaea",NA,NA
"Bacteria.Firmicutes.Bacilli.Staphylococcales.Staphylococcaceae.Corticicoccus","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Corticicoccus",NA,NA
"Bacteria.Verrucomicrobiota.Chlamydiae.Chlamydiales.NA.NA","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","NA","NA",NA,NA
"Bacteria.Patescibacteria.Gracilibacteria.Absconditabacteriales (SR1).NA.NA","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)","NA","NA",NA,NA
"Bacteria.Cyanobacteria.NA.NA.NA.NA","Bacteria","Cyanobacteria","NA","NA","NA","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Sediminibacterium","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Catonella","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Catonella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Flavobacteriaceae.Capnocytophaga","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.U29-B03","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","U29-B03",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Alteromonadales.Alteromonadaceae.Rheinheimera","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.(unclassified).Anaerovirgula","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","(unclassified)","Anaerovirgula",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Paludibacteraceae.F0058","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","F0058",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Mesocricetibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mesocricetibacter",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Floricoccus","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Floricoccus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Rhodanobacteraceae.Rhodanobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pasteurellales.Pasteurellaceae.Necropsobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Necropsobacter",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Elizabethkingia","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Elizabethkingia",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Dermacoccaceae.Dermacoccus","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus",NA,NA
